Date,BA
20240315,182.52999877929688
20240318,179.83999633789062
20240319,181.13999938964844
20240320,187.77999877929688
20240321,187.6999969482422
20240322,188.85000610351562
20240325,191.41000366210938
20240326,187.5
20240327,191.9499969482422
20240328,192.99000549316406
20240401,189.5
20240402,188.0399932861328
20240403,184.9199981689453
20240404,183.2899932861328
20240405,183.13999938964844
20240408,181.55999755859375
20240409,178.1199951171875
20240410,174.6300048828125
20240411,173.36000061035156
20240412,169.5500030517578
20240415,167.82000732421875
20240416,170.5500030517578
20240417,170.2100067138672
20240418,170.22999572753906
20240419,169.82000732421875
20240422,170.47999572753906
20240423,169.17999267578125
20240424,164.3300018310547
20240425,166.80999755859375
20240426,167.22000122070312
20240429,173.49000549316406
20240430,167.83999633789062
20240501,171.4600067138672
20240502,178.85000610351562
20240503,179.7899932861328
20240506,178.35000610351562
20240507,176.7100067138672
20240508,180.35000610351562
20240509,181.25
20240510,178.50999450683594
20240513,178.44000244140625
20240514,180.75999450683594
20240515,176.99000549316406
20240516,182.9600067138672
20240517,184.9499969482422
20240520,186.61000061035156
20240521,184.77999877929688
20240522,186.27999877929688
20240523,172.2100067138672
20240524,174.52000427246094
20240528,175.0800018310547
20240529,171.64999389648438
20240530,172.75
20240531,177.61000061035156
20240603,184.57000732421875
20240604,188.6199951171875
20240605,189.85000610351562
20240606,191.4199981689453
20240607,190.24000549316406
20240610,190.1199951171875
20240611,185.5
20240612,182.6699981689453
20240613,180.6999969482422
20240614,177.27000427246094
20240617,178.38999938964844
20240618,174.99000549316406
20240620,176.3000030517578
20240621,176.55999755859375
20240624,179.10000610351562
20240625,175.10000610351562
20240626,178.5
20240627,182.50999450683594
20240628,182.00999450683594
20240701,186.6999969482422
20240702,185.4199981689453
20240703,184.30999755859375
20240705,184.8300018310547
20240708,185.83999633789062
20240709,183.24000549316406
20240710,183.72999572753906
20240711,183.91000366210938
20240712,182.30999755859375
20240715,179.11000061035156
20240716,186.0500030517578
20240717,184.83999633789062
20240718,180.22999572753906
20240719,179.6699981689453
20240722,178.89999389648438
20240723,186.47999572753906
20240724,180.07000732421875
20240725,184.35000610351562
20240726,186.88999938964844
20240729,185.42999267578125
20240730,186.86000061035156
20240731,190.60000610351562
20240801,178.30999755859375
20240802,169.9499969482422
20240805,167.02999877929688
20240806,165.0399932861328
20240807,163.24000549316406
20240808,168.8699951171875
20240809,167.91000366210938
20240812,164.1300048828125
20240813,168.75999450683594
20240814,168.5
20240815,176.41000366210938
20240816,179.99000549316406
20240819,179.63999938964844
20240820,172.10000610351562
20240821,173.42999267578125
20240822,172.75999450683594
20240823,174.9600067138672
20240826,173.47999572753906
20240827,173.0500030517578
20240828,170.7100067138672
20240829,172.25999450683594
20240830,173.74000549316406
20240903,161.02000427246094
20240904,163.22000122070312
20240905,162.14999389648438
20240906,157.6199951171875
20240909,162.91000366210938
20240910,160.07000732421875
20240911,161.3300018310547
20240912,162.77000427246094
20240913,156.77000427246094
20240916,155.5500030517578
20240917,156.38999938964844
20240918,155.11000061035156
20240919,154.58999633789062
20240920,153.2899932861328
20240923,156.3000030517578
20240924,155.80999755859375
20240925,152.22000122070312
20240926,154.5800018310547
20240927,156.32000732421875
20240930,152.0399932861328
20241001,154.22000122070312
20241002,152.88999938964844
20241003,150.52000427246094
20241004,155.0
20241007,155.91000366210938
20241008,154.64999389648438
20241009,149.3699951171875
20241010,146.6199951171875
20241011,151.02000427246094
20241014,148.99000549316406
20241015,152.35000610351562
20241016,154.89999389648438
20241017,155.30999755859375
20241018,155.0
20241021,159.82000732421875
20241022,159.8800048828125
20241023,157.05999755859375
20241024,155.1999969482422
20241025,155.00999450683594
20241028,150.69000244140625
20241029,152.97999572753906
20241030,154.2899932861328
20241031,149.30999755859375
20241101,154.58999633789062
20241104,155.07000732421875
20241105,151.0
20241106,147.16000366210938
20241107,150.97999572753906
20241108,151.67999267578125
20241111,148.9600067138672
20241112,145.1699981689453
20241113,139.97000122070312
20241114,138.13999938964844
20241115,140.19000244140625
20241118,143.8699951171875
20241119,145.60000610351562
20241120,146.0800018310547
20241121,143.41000366210938
20241122,149.2899932861328
20241125,153.10000610351562
20241126,150.75999450683594
20241127,152.39999389648438
20241129,155.44000244140625
20241202,156.5399932861328
20241203,155.0
20241204,158.27999877929688
20241205,156.6699981689453
20241206,153.92999267578125
